user_id,signup_date,status,age,city,salary
U09182,2024-08-09 00:00:00,inactive,30,Mumbai,88313
U09183,2024-04-22 00:00:00,active,,Houston,106555
U09184,2024-05-13 00:00:00,inactive,60,Los Angeles,88396
U09185,2024-01-09 00:00:00,inactive,45,Chicago,86743
U09186,2024-10-11 00:00:00,active,63,New York,106824
U09187,2024-02-13 00:00:00,inactive,35,Chicago,64011
U09188,2024-03-07 00:00:00,active,39,Mumbai,57513
U09189,2024-06-08 00:00:00,active,30,New York,45328
U09190,2024-07-15 00:00:00,active,39,New York,70005
U09191,2024-12-31 00:00:00,inactive,57,New York,29057
U09192,2024-11-02 00:00:00,active,34,Houston,N/A
U09193,2024-10-08 00:00:00,inactive,23,New York,N/A
U09194,2024-05-16 00:00:00,inactive,58,Phoenix,20759
U09195,2024-09-15 00:00:00,inactive,47,Phoenix,49827
U09196,2024-03-26 00:00:00,active,19,Delhi,31686
U09197,2024-06-02 00:00:00,inactive,38,London,90838
U09198,2024-09-17 00:00:00,active,40,Houston,21929
U09199,2024-01-20 00:00:00,inactive,54,New York,39192
U09200,2024-10-18 00:00:00,active,59,Delhi,N/A
U09201,2024-07-28 00:00:00,inactive,62,Delhi,40990
U09202,2024-11-25 00:00:00,inactive,29,London,27327
U09203,2024-02-22 00:00:00,active,,Chicago,66800
U09204,2024-08-29 00:00:00,inactive,42,Chicago,98876
U09205,2024-02-06 00:00:00,active,59,London,117844
U09206,2024-12-09 00:00:00,inactive,26,Los Angeles,99764
U09207,2024-11-06 00:00:00,inactive,57,Phoenix,27645
U09208,2024-09-17 00:00:00,active,55,Mumbai,68618
U09209,2024-08-03 00:00:00,inactive,20,New York,54345
U09210,2024-05-08 00:00:00,active,54,Houston,90045
U09211,2024-04-07 00:00:00,active,49,New York,58809
U09212,2024-08-17 00:00:00,active,61,Houston,34385
U09213,2024-07-17 00:00:00,inactive,28,New York,88854
U09214,2024-06-26 00:00:00,active,19,Delhi,23417
U09215,2024-09-10 00:00:00,active,58,London,49174
U09216,2024-10-18 00:00:00,active,36,Los Angeles,51821
U09217,2024-04-25 00:00:00,active,64,London,114772
U09218,2024-02-09 00:00:00,inactive,63,Houston,70976
U09219,2024-10-06 00:00:00,inactive,42,Houston,86406
U09220,2024-10-03 00:00:00,active,51,Delhi,25194
U09221,2024-04-13 00:00:00,inactive,26,Phoenix,64314
U09222,2024-04-27 00:00:00,inactive,39,New York,50128
U09223,2024-06-10 00:00:00,inactive,38,London,79567
U09224,2024-04-24 00:00:00,active,27,Phoenix,N/A
U09225,2024-11-17 00:00:00,active,42,Mumbai,68353
U09226,2024-01-22 00:00:00,inactive,21,Chicago,N/A
U09227,2024-06-19 00:00:00,active,20,New York,115197
U09228,2024-04-19 00:00:00,active,44,London,37347
U09229,2024-07-25 00:00:00,active,20,Chicago,N/A
U09230,2024-10-13 00:00:00,inactive,43,London,109131
U09231,2024-05-18 00:00:00,inactive,27,Mumbai,100526
U09232,2024-05-27 00:00:00,active,63,London,53411
U09233,2024-10-24 00:00:00,active,45,Chicago,36995
U09234,2024-01-06 00:00:00,active,25,Chicago,111289
U09235,2024-11-25 00:00:00,active,18,Houston,96593
U09236,2024-07-31 00:00:00,active,39,Mumbai,78464
U09237,2024-12-01 00:00:00,inactive,50,Mumbai,73741
U09238,2024-02-14 00:00:00,inactive,51,Los Angeles,59570
U09239,2024-09-13 00:00:00,active,41,Phoenix,85545
U09240,2024-03-25 00:00:00,inactive,29,Chicago,110704
U09241,2024-12-31 00:00:00,inactive,51,Delhi,47334
U09242,2024-09-13 00:00:00,active,35,Houston,N/A
U09243,2024-06-16 00:00:00,inactive,31,Chicago,35624
U09244,2024-02-22 00:00:00,inactive,52,Phoenix,77925
U09245,2024-04-02 00:00:00,inactive,46,Mumbai,94203
U09246,2024-09-17 00:00:00,inactive,45,Phoenix,39051
U09247,2024-04-17 00:00:00,active,32,Los Angeles,73202
U09248,2024-12-23 00:00:00,inactive,62,Mumbai,N/A
U09249,2024-05-30 00:00:00,inactive,42,New York,78801
U09250,2024-01-02 00:00:00,inactive,55,Delhi,29924
U09251,2024-04-08 00:00:00,inactive,,Phoenix,84005
U09252,2024-06-27 00:00:00,active,54,Mumbai,91439
U09253,2024-09-19 00:00:00,inactive,28,London,88008
U09254,2024-04-30 00:00:00,inactive,60,Houston,87742
U09255,2024-11-20 00:00:00,active,38,London,78096
U09256,2024-10-30 00:00:00,active,31,London,118182
U09257,2024-12-20 00:00:00,inactive,22,New York,45634
U09258,2024-08-09 00:00:00,active,48,Los Angeles,101382
U09259,2024-08-04 00:00:00,active,61,Chicago,28541
U09260,2024-12-07 00:00:00,active,20,London,99585
U09261,2024-04-10 00:00:00,inactive,42,Los Angeles,96161
U09262,2024-05-31 00:00:00,inactive,32,Phoenix,66772
U09263,2024-11-30 00:00:00,active,,Delhi,24893
U09264,2024-07-01 00:00:00,inactive,18,London,23379
U09265,2024-02-18 00:00:00,inactive,33,Phoenix,40635
U09266,2024-06-15 00:00:00,inactive,,Houston,63920
U09267,2024-09-15 00:00:00,active,28,Chicago,97015
U09268,2024-05-06 00:00:00,inactive,28,Phoenix,27851
U09269,2024-12-06 00:00:00,active,48,Delhi,117777
U09270,2024-08-15 00:00:00,inactive,28,Delhi,88280
U09271,2024-07-03 00:00:00,active,52,Houston,N/A
U09272,2024-02-17 00:00:00,active,62,Delhi,73676
U09273,2024-11-22 00:00:00,active,34,Chicago,N/A
U09274,2024-01-06 00:00:00,active,55,Houston,48940
U09275,2024-08-15 00:00:00,inactive,21,Mumbai,97877
U09276,2024-04-27 00:00:00,active,38,Chicago,106533
U09277,2024-08-12 00:00:00,active,51,New York,96854
U09278,2024-07-23 00:00:00,active,22,Chicago,54618
U09279,2024-03-28 00:00:00,active,53,Chicago,108954
U09280,2024-09-17 00:00:00,inactive,31,Los Angeles,36418
U09281,2024-02-07 00:00:00,inactive,40,New York,105998
U09282,2024-11-20 00:00:00,inactive,29,Delhi,97797
U09283,2024-12-01 00:00:00,inactive,51,Chicago,74662
U09284,2024-02-05 00:00:00,inactive,30,Phoenix,85223
U09285,2024-06-16 00:00:00,inactive,38,Los Angeles,96727
U09286,2024-06-12 00:00:00,active,36,Los Angeles,32625
U09287,2024-05-06 00:00:00,inactive,44,Chicago,60580
U09288,2024-08-05 00:00:00,active,24,Chicago,98429
U09289,2024-07-02 00:00:00,inactive,40,New York,51107
U09290,2024-08-14 00:00:00,active,51,Houston,111407
U09291,2024-10-23 00:00:00,active,36,Chicago,116645
U09292,2024-08-28 00:00:00,inactive,59,Delhi,62607
U09293,2024-06-05 00:00:00,inactive,54,Chicago,109882
U09294,2024-06-21 00:00:00,active,61,Houston,N/A
U09295,2024-11-21 00:00:00,active,19,Houston,97235
U09296,2024-12-29 00:00:00,active,20,Phoenix,N/A
U09297,2024-12-08 00:00:00,active,18,Phoenix,25480
U09298,2024-09-15 00:00:00,active,24,New York,29039
U09299,2024-10-02 00:00:00,active,,Houston,95960
U09300,2024-11-24 00:00:00,inactive,45,Houston,118034
U09301,2024-03-16 00:00:00,inactive,43,Los Angeles,N/A
U09302,2024-03-06 00:00:00,active,35,Houston,98839
U09303,2024-02-06 00:00:00,inactive,36,Houston,92918
U09304,2024-10-19 00:00:00,active,42,Houston,50708
U09305,2024-10-17 00:00:00,active,61,New York,71031
U09306,2024-09-29 00:00:00,active,20,Delhi,75082
U09307,2024-08-25 00:00:00,active,19,London,88120
U09308,2024-05-26 00:00:00,inactive,18,Delhi,65820
U09309,2024-02-14 00:00:00,active,62,Delhi,N/A
U09310,2024-11-16 00:00:00,inactive,23,Los Angeles,93568
U09311,2024-10-28 00:00:00,active,34,Houston,47131
U09312,2024-08-18 00:00:00,active,48,Chicago,51687
U09313,2024-07-16 00:00:00,active,,Delhi,70407
U09314,2024-11-26 00:00:00,active,33,Delhi,117080
U09315,2024-06-21 00:00:00,active,18,Los Angeles,45895
U09316,2024-08-24 00:00:00,active,45,Houston,105943
U09317,2024-12-15 00:00:00,active,18,New York,98329
U09318,2024-08-10 00:00:00,active,41,Phoenix,44506
U09319,2024-12-27 00:00:00,inactive,,London,N/A
U09320,2024-10-01 00:00:00,active,64,Phoenix,64171
U09321,2024-06-29 00:00:00,inactive,34,New York,65148
U09322,2024-11-09 00:00:00,active,55,New York,99411
U09323,2024-03-05 00:00:00,inactive,50,London,61504
U09324,2024-01-09 00:00:00,inactive,41,Los Angeles,95427
U09325,2024-08-28 00:00:00,active,63,Chicago,25445
U09326,2024-03-14 00:00:00,inactive,20,Delhi,87972
U09327,2024-01-30 00:00:00,active,44,London,83652
U09328,2024-12-01 00:00:00,inactive,39,Los Angeles,111034
U09329,2024-11-08 00:00:00,inactive,48,New York,83388
U09330,2024-03-22 00:00:00,inactive,49,Chicago,67884
U09331,2024-10-27 00:00:00,inactive,24,London,N/A
U09332,2024-04-10 00:00:00,inactive,34,New York,91775
U09333,2024-05-10 00:00:00,active,24,Phoenix,49937
U09334,2024-01-08 00:00:00,active,55,Mumbai,96965
U09335,2024-09-18 00:00:00,active,51,Chicago,70151
U09336,2024-06-06 00:00:00,inactive,55,New York,30573
U09337,2024-01-12 00:00:00,active,48,London,111246
U09338,2024-12-06 00:00:00,active,40,London,68870
U09339,2024-02-29 00:00:00,active,28,Los Angeles,109442
U09340,2024-07-29 00:00:00,active,26,Los Angeles,87111
U09341,2024-05-15 00:00:00,inactive,36,London,75922
U09342,2024-06-20 00:00:00,active,52,Delhi,102067
U09343,2024-03-08 00:00:00,active,45,Chicago,64508
U09344,2024-12-14 00:00:00,active,28,Los Angeles,58482
U09345,2024-11-20 00:00:00,active,61,London,49962
U09346,2024-04-19 00:00:00,active,50,London,23692
U09347,2024-12-31 00:00:00,inactive,30,Chicago,86126
U09348,2024-08-21 00:00:00,active,,Houston,66639
U09349,2024-12-04 00:00:00,active,55,New York,68522
U09350,2024-10-22 00:00:00,active,28,Delhi,49049
U09351,2024-03-31 00:00:00,inactive,37,Phoenix,75506
U09352,2024-02-23 00:00:00,inactive,29,London,72147
U09353,2024-01-20 00:00:00,inactive,43,Delhi,103059
U09354,2024-04-02 00:00:00,inactive,32,Phoenix,69997
U09355,2024-11-16 00:00:00,active,28,Los Angeles,116714
U09356,2024-08-19 00:00:00,inactive,40,New York,114588
U09357,2024-05-29 00:00:00,inactive,33,Chicago,N/A
U09358,2024-11-05 00:00:00,active,21,Delhi,N/A
U09359,2024-09-23 00:00:00,active,,Chicago,85772
U09360,2024-07-22 00:00:00,inactive,50,Chicago,108201
U09361,2024-11-11 00:00:00,active,65,Los Angeles,N/A
U09362,2024-12-25 00:00:00,active,58,London,64668
U09363,2024-08-16 00:00:00,active,39,London,50983
U09364,2024-01-17 00:00:00,inactive,62,Los Angeles,89092
U09365,2024-09-19 00:00:00,inactive,65,Houston,74391
U09366,2024-08-12 00:00:00,active,41,Chicago,28149
U09367,2024-11-06 00:00:00,active,19,New York,53954
U09368,2024-01-08 00:00:00,inactive,59,London,63227
U09369,2024-06-27 00:00:00,active,51,London,100456
U09370,2024-11-26 00:00:00,inactive,36,London,24002
U09371,2024-07-05 00:00:00,active,56,Phoenix,104496
U09372,2024-01-29 00:00:00,active,21,Mumbai,74498
U09373,2024-09-23 00:00:00,inactive,38,New York,N/A
U09374,2024-12-27 00:00:00,inactive,49,Mumbai,N/A
U09375,2024-09-09 00:00:00,inactive,24,Los Angeles,118907
U09376,2024-07-30 00:00:00,inactive,55,London,N/A
U09377,2024-07-03 00:00:00,active,49,Mumbai,108990
U09378,2024-09-08 00:00:00,inactive,,Chicago,68845
U09379,2024-04-14 00:00:00,inactive,54,Delhi,108459
U09380,2024-02-07 00:00:00,inactive,62,Delhi,35433
U09381,2024-09-02 00:00:00,active,32,Delhi,43465
U09382,2024-11-06 00:00:00,inactive,59,Chicago,104280
U09383,2024-01-25 00:00:00,active,31,Los Angeles,N/A
U09384,2024-10-01 00:00:00,inactive,31,Los Angeles,95414
U09385,2024-11-18 00:00:00,inactive,61,Houston,118554
U09386,2024-09-25 00:00:00,inactive,33,New York,22323
U09387,2024-06-27 00:00:00,inactive,61,Phoenix,77653
U09388,2024-09-18 00:00:00,active,43,Mumbai,N/A
U09389,2024-03-16 00:00:00,active,27,London,106296
U09390,2024-05-16 00:00:00,inactive,31,Mumbai,24390
U09391,2024-06-15 00:00:00,active,31,Chicago,102986
U09392,2024-01-16 00:00:00,inactive,47,Delhi,N/A
U09393,2024-10-09 00:00:00,inactive,35,Chicago,30288
U09394,2024-05-16 00:00:00,inactive,34,Delhi,35589
U09395,2024-03-31 00:00:00,active,41,Houston,39378
U09396,2024-07-13 00:00:00,active,34,Houston,43846
U09397,2024-04-19 00:00:00,inactive,36,Chicago,22130
U09398,2024-04-29 00:00:00,active,23,Mumbai,34650
U09399,2024-12-16 00:00:00,inactive,62,Chicago,63146
U09400,2024-11-02 00:00:00,inactive,31,London,105664
U09401,2024-02-28 00:00:00,active,60,Los Angeles,22228
U09402,2024-01-02 00:00:00,active,52,Chicago,35261
U09403,2024-09-01 00:00:00,active,30,Los Angeles,76020
U09404,2024-09-06 00:00:00,inactive,49,Phoenix,N/A
U09405,2024-08-20 00:00:00,active,36,Los Angeles,36650
U09406,2024-06-30 00:00:00,active,27,Los Angeles,37810
U09407,2024-05-14 00:00:00,active,60,Chicago,118012
U09408,2024-07-14 00:00:00,active,63,Mumbai,99353
U09409,2024-04-19 00:00:00,inactive,52,Chicago,104317
U09410,2024-12-26 00:00:00,active,,Chicago,72803
U09411,2024-06-06 00:00:00,active,50,Los Angeles,95926
U09412,2024-07-25 00:00:00,inactive,44,Los Angeles,56390
U09413,2024-03-02 00:00:00,inactive,31,London,101771
U09414,2024-10-18 00:00:00,active,35,Phoenix,38487
U09415,2024-01-27 00:00:00,active,52,Mumbai,N/A
U09416,2024-07-23 00:00:00,active,30,Delhi,113878
U09417,2024-07-02 00:00:00,inactive,63,New York,117609
U09418,2024-11-19 00:00:00,active,23,Mumbai,76600
U09419,2024-02-27 00:00:00,inactive,33,Los Angeles,44803
U09420,2024-09-10 00:00:00,inactive,29,Chicago,117873
U09421,2024-11-13 00:00:00,active,43,Houston,30388
U09422,2024-10-01 00:00:00,active,23,Phoenix,40387
U09423,2024-03-07 00:00:00,inactive,19,Los Angeles,70148
U09424,2024-10-23 00:00:00,inactive,51,Delhi,64671
U09425,2024-10-10 00:00:00,active,61,London,21299
U09426,2024-12-30 00:00:00,active,24,Mumbai,72093
U09427,2024-05-16 00:00:00,active,27,London,45313
U09428,2024-01-25 00:00:00,active,65,Los Angeles,100631
U09429,2024-03-15 00:00:00,inactive,31,Los Angeles,44137
U09430,2024-07-10 00:00:00,active,36,Houston,103913
U09431,2024-05-15 00:00:00,inactive,22,Houston,88003
U09432,2024-11-04 00:00:00,inactive,58,Mumbai,94228
U09433,2024-12-25 00:00:00,active,44,New York,42738
U09434,2024-07-28 00:00:00,inactive,65,Delhi,38704
U09435,2024-12-09 00:00:00,inactive,19,Los Angeles,N/A
U09436,2024-04-03 00:00:00,active,59,Delhi,97127
U09437,2024-07-29 00:00:00,active,21,Mumbai,114484
U09438,2024-10-16 00:00:00,inactive,,Phoenix,22632
U09439,2024-06-17 00:00:00,inactive,63,Chicago,37604
U09440,2024-11-28 00:00:00,inactive,40,Mumbai,32404
U09441,2024-09-14 00:00:00,inactive,38,Houston,89423
U09442,2024-08-11 00:00:00,inactive,55,Chicago,38707
U09443,2024-02-21 00:00:00,inactive,27,Houston,115232
U09444,2024-06-21 00:00:00,active,,Chicago,103419
U09445,2024-01-05 00:00:00,active,18,Phoenix,58630
U09446,2024-06-08 00:00:00,inactive,49,London,35451
U09447,2024-07-08 00:00:00,inactive,56,New York,54188
U09448,2024-04-22 00:00:00,active,44,New York,119384
U09449,2024-10-23 00:00:00,active,40,New York,38022
U09450,2024-01-13 00:00:00,active,65,Phoenix,28014
U09451,2024-11-23 00:00:00,active,39,Houston,88480
U09452,2024-11-17 00:00:00,inactive,25,Phoenix,74201
U09453,2024-09-08 00:00:00,inactive,57,Chicago,57413
U09454,2024-08-16 00:00:00,active,56,London,23699
U09455,2024-02-13 00:00:00,inactive,40,Phoenix,48116
U09456,2024-02-17 00:00:00,inactive,44,Mumbai,51362
U09457,2024-02-24 00:00:00,inactive,,Delhi,40140
U09458,2024-10-20 00:00:00,inactive,62,Chicago,47835
U09459,2024-02-24 00:00:00,active,22,Phoenix,38909
U09460,2024-03-07 00:00:00,active,25,London,75550
U09461,2024-10-16 00:00:00,inactive,64,Chicago,115088
U09462,2024-03-26 00:00:00,inactive,48,Houston,53090
U09463,2024-08-21 00:00:00,inactive,49,Mumbai,N/A
U09464,2024-12-03 00:00:00,inactive,36,Chicago,82045
U09465,2024-02-22 00:00:00,active,52,London,56732
U09466,2024-01-12 00:00:00,inactive,27,Mumbai,48362
U09467,2024-08-19 00:00:00,active,28,Chicago,64008
U09468,2024-10-07 00:00:00,active,58,Delhi,21748
U09469,2024-06-08 00:00:00,active,56,Phoenix,86399
U09470,2024-07-10 00:00:00,active,41,Los Angeles,28449
U09471,2024-09-05 00:00:00,inactive,35,London,54217
U09472,2024-05-18 00:00:00,inactive,61,London,20193
U09473,2024-01-23 00:00:00,active,51,Phoenix,52047
U09474,2024-09-17 00:00:00,active,50,Chicago,112274
U09475,2024-08-31 00:00:00,inactive,55,Chicago,N/A
U09476,2024-01-12 00:00:00,inactive,21,London,N/A
U09477,2024-04-24 00:00:00,inactive,51,Mumbai,77679
U09478,2024-07-05 00:00:00,inactive,39,Houston,60103
U09479,2024-10-22 00:00:00,inactive,24,Delhi,61037
U09480,2024-10-15 00:00:00,active,42,Phoenix,107882
U09481,2024-02-27 00:00:00,inactive,49,Mumbai,66717
U09482,2024-02-29 00:00:00,active,,Phoenix,103092
U09483,2024-11-04 00:00:00,inactive,61,Los Angeles,40642
U09484,2024-03-14 00:00:00,active,58,Chicago,33856
U09485,2024-06-04 00:00:00,active,58,Delhi,63285
U09486,2024-03-14 00:00:00,inactive,43,London,N/A
U09487,2024-03-22 00:00:00,inactive,22,London,80507
U09488,2024-02-16 00:00:00,active,56,London,N/A
U09489,2024-10-30 00:00:00,inactive,22,Phoenix,75888
U09490,2024-01-21 00:00:00,active,55,Chicago,45275
U09491,2024-06-16 00:00:00,inactive,29,New York,41844
U09492,2024-03-25 00:00:00,inactive,29,London,68004
U09493,2024-02-22 00:00:00,active,60,Los Angeles,49803
U09494,2024-06-20 00:00:00,active,50,Phoenix,82344
U09495,2024-05-18 00:00:00,inactive,28,Houston,90593
U09496,2024-01-15 00:00:00,active,18,New York,109123
U09497,2024-10-07 00:00:00,active,,Los Angeles,41484
U09498,2024-08-31 00:00:00,inactive,54,Houston,24422
U09499,2024-04-16 00:00:00,active,,Houston,50743
U09500,2024-10-02 00:00:00,active,64,Phoenix,100340
U09501,2024-10-03 00:00:00,inactive,55,Delhi,100917
U09502,2024-08-22 00:00:00,active,60,London,70679
U09503,2024-02-06 00:00:00,inactive,36,New York,78369
U09504,2024-10-20 00:00:00,active,59,Delhi,N/A
U09505,2024-12-06 00:00:00,active,37,London,21518
U09506,2024-08-02 00:00:00,active,41,Los Angeles,71451
U09507,2024-03-24 00:00:00,inactive,59,London,73672
U09508,2024-10-05 00:00:00,inactive,43,Phoenix,59313
U09509,2024-12-29 00:00:00,inactive,54,Delhi,57755
U09510,2024-09-03 00:00:00,inactive,18,Phoenix,103033
U09511,2024-09-17 00:00:00,active,38,Delhi,59729
U09512,2024-03-28 00:00:00,inactive,58,London,40176
U09513,2024-12-04 00:00:00,inactive,46,Chicago,67644
U09514,2024-02-08 00:00:00,inactive,37,London,88870
U09515,2024-10-29 00:00:00,inactive,58,Los Angeles,38141
U09516,2024-05-29 00:00:00,active,61,Chicago,55752
U09517,2024-09-05 00:00:00,inactive,26,London,63063
U09518,2024-09-12 00:00:00,inactive,22,Houston,102181
U09519,2024-10-27 00:00:00,active,55,Mumbai,92563
U09520,2024-08-29 00:00:00,active,,Los Angeles,93233
U09521,2024-01-18 00:00:00,active,19,Mumbai,74258
U09522,2024-04-15 00:00:00,active,49,Delhi,59266
U09523,2024-06-29 00:00:00,inactive,34,Delhi,80571
U09524,2024-12-02 00:00:00,inactive,42,Phoenix,89267
U09525,2024-09-17 00:00:00,active,57,Los Angeles,62589
U09526,2024-04-05 00:00:00,active,64,Chicago,113153
U09527,2024-01-26 00:00:00,active,35,Phoenix,25876
U09528,2024-04-10 00:00:00,inactive,51,Mumbai,65858
U09529,2024-08-03 00:00:00,active,27,London,90768
U09530,2024-03-04 00:00:00,inactive,36,Phoenix,49155
U09531,2024-08-07 00:00:00,active,48,Delhi,117685
U09532,2024-10-25 00:00:00,active,31,Delhi,101359
U09533,2024-01-24 00:00:00,inactive,19,London,118460
U09534,2024-01-25 00:00:00,active,39,Houston,29370
U09535,2024-09-28 00:00:00,inactive,65,Delhi,78292
U09536,2024-10-11 00:00:00,inactive,57,New York,104927
U09537,2024-03-28 00:00:00,active,31,Delhi,43876
U09538,2024-09-20 00:00:00,active,49,Phoenix,N/A
U09539,2024-11-06 00:00:00,inactive,56,Delhi,26938
U09540,2024-06-11 00:00:00,active,42,Phoenix,N/A
U09541,2024-08-06 00:00:00,active,26,Houston,58712
U09542,2024-01-10 00:00:00,active,25,Los Angeles,61434
U09543,2024-12-15 00:00:00,active,47,Mumbai,52020
U09544,2024-11-18 00:00:00,inactive,51,Phoenix,N/A
U09545,2024-04-15 00:00:00,active,23,Mumbai,91851
U09546,2024-01-16 00:00:00,active,,Mumbai,34015
U09547,2024-01-25 00:00:00,inactive,44,London,N/A
U09548,2024-07-27 00:00:00,active,22,Houston,58898
U09549,2024-07-13 00:00:00,inactive,33,London,41424
U09550,2024-04-09 00:00:00,active,24,London,30549
U09551,2024-04-13 00:00:00,inactive,18,New York,114033
U09552,2024-01-06 00:00:00,inactive,43,Chicago,102283
U09553,2024-03-30 00:00:00,active,53,Houston,114897
U09554,2024-04-03 00:00:00,active,34,Delhi,50916
U09555,2024-10-19 00:00:00,active,50,Phoenix,N/A
U09556,2024-09-24 00:00:00,inactive,51,New York,97276
U09557,2024-10-27 00:00:00,active,29,Los Angeles,48777
U09558,2024-04-08 00:00:00,active,65,Phoenix,N/A
U09559,2024-09-04 00:00:00,active,44,Delhi,39499
U09560,2024-01-20 00:00:00,active,54,Chicago,89618
U09561,2024-11-04 00:00:00,active,36,Phoenix,101390
U09562,2024-01-11 00:00:00,inactive,39,London,85678
U09563,2024-12-01 00:00:00,inactive,28,London,109675
U09564,2024-03-25 00:00:00,inactive,21,Mumbai,97991
U09565,2024-01-28 00:00:00,active,42,Mumbai,24239
U09566,2024-04-28 00:00:00,inactive,25,Los Angeles,105906
U09567,2024-03-27 00:00:00,active,34,New York,27527
U09568,2024-05-27 00:00:00,inactive,,New York,109282
U09569,2024-12-11 00:00:00,active,52,New York,47315
U09570,2024-09-14 00:00:00,active,19,New York,20889
U09571,2024-06-17 00:00:00,active,22,Phoenix,58690
U09572,2024-10-19 00:00:00,active,,Los Angeles,N/A
U09573,2024-04-26 00:00:00,active,53,London,65259
U09574,2024-07-21 00:00:00,active,55,New York,104844
U09575,2024-10-21 00:00:00,inactive,61,Houston,56347
U09576,2024-09-29 00:00:00,inactive,39,London,92886
U09577,2024-01-06 00:00:00,inactive,40,Los Angeles,73115
U09578,2024-10-11 00:00:00,inactive,23,Phoenix,107839
U09579,2024-11-05 00:00:00,active,31,Mumbai,35417
U09580,2024-02-04 00:00:00,inactive,34,Houston,42375
U09581,2024-09-19 00:00:00,active,33,Phoenix,N/A
U09582,2024-10-27 00:00:00,active,39,Phoenix,106312
U09583,2024-03-23 00:00:00,inactive,53,Phoenix,60677
U09584,2024-05-22 00:00:00,inactive,50,Mumbai,27798
U09585,2024-12-01 00:00:00,active,36,London,106977
U09586,2024-08-11 00:00:00,active,37,New York,111485
U09587,2024-06-30 00:00:00,inactive,57,New York,69053
U09588,2024-12-17 00:00:00,active,25,London,58056
U09589,2024-05-28 00:00:00,active,23,Houston,40258
U09590,2024-01-21 00:00:00,inactive,47,Mumbai,72831
U09591,2024-08-06 00:00:00,inactive,40,New York,32415
U09592,2024-01-14 00:00:00,inactive,29,Mumbai,115643
U09593,2024-09-30 00:00:00,inactive,53,New York,73297
U09594,2024-08-05 00:00:00,active,61,Los Angeles,104799
U09595,2024-03-29 00:00:00,active,56,London,110834
U09596,2024-11-19 00:00:00,inactive,23,Delhi,100077
U09597,2024-09-09 00:00:00,active,56,Los Angeles,49880
U09598,2024-08-18 00:00:00,inactive,44,Phoenix,47994
U09599,2024-06-26 00:00:00,active,22,Mumbai,85524
U09600,2024-01-21 00:00:00,inactive,31,New York,83234
U09601,2024-12-24 00:00:00,active,52,London,99324
U09602,2024-05-04 00:00:00,active,53,New York,106933
U09603,2024-04-02 00:00:00,active,55,Chicago,N/A
U09604,2024-06-28 00:00:00,inactive,57,New York,91198
U09605,2024-01-19 00:00:00,inactive,18,London,N/A
U09606,2024-06-05 00:00:00,active,,Mumbai,85328
U09607,2024-01-05 00:00:00,inactive,65,Chicago,N/A
U09608,2024-12-28 00:00:00,inactive,21,Phoenix,96879
U09609,2024-11-07 00:00:00,inactive,33,Phoenix,51776
U09610,2024-10-22 00:00:00,active,36,Chicago,119066
U09611,2024-02-05 00:00:00,inactive,64,Phoenix,51376
U09612,2024-05-31 00:00:00,inactive,29,Phoenix,N/A
U09613,2024-08-20 00:00:00,inactive,49,New York,N/A
U09614,2024-02-04 00:00:00,inactive,38,Chicago,32174
U09615,2024-04-02 00:00:00,inactive,40,Chicago,106030
U09616,2024-05-07 00:00:00,active,46,Delhi,62083
U09617,2024-11-22 00:00:00,active,46,New York,47611
U09618,2024-12-08 00:00:00,inactive,,New York,81487
U09619,2024-08-29 00:00:00,inactive,63,Mumbai,110685
U09620,2024-05-15 00:00:00,active,23,Delhi,77275
U09621,2024-01-01 00:00:00,active,33,Los Angeles,24077
U09622,2024-10-01 00:00:00,inactive,43,Phoenix,102458
U09623,2024-06-02 00:00:00,inactive,29,Mumbai,52503
U09624,2024-06-10 00:00:00,inactive,41,Mumbai,74843
U09625,2024-04-15 00:00:00,inactive,60,Delhi,107232
U09626,2024-01-06 00:00:00,active,42,Houston,63194
U09627,2024-07-11 00:00:00,active,41,Phoenix,22640
U09628,2024-07-19 00:00:00,active,21,Houston,73049
U09629,2024-09-10 00:00:00,active,,Chicago,36808
U09630,2024-12-06 00:00:00,inactive,,Los Angeles,116464
U09631,2024-02-16 00:00:00,inactive,24,London,46261
U09632,2024-11-12 00:00:00,inactive,62,Phoenix,103844
U09633,2024-12-09 00:00:00,active,51,New York,99883
U09634,2024-04-04 00:00:00,inactive,60,Phoenix,113252
U09635,2024-07-16 00:00:00,active,29,Chicago,107987
U09636,2024-08-04 00:00:00,active,43,Phoenix,118724
U09637,2024-01-08 00:00:00,active,65,Mumbai,98662
U09638,2024-11-24 00:00:00,active,26,Chicago,65545
U09639,2024-08-29 00:00:00,active,58,Houston,58384
U09640,2024-10-21 00:00:00,inactive,57,London,63042
U09641,2024-12-31 00:00:00,active,,Chicago,83441
U09642,2024-02-09 00:00:00,inactive,44,New York,104132
U09643,2024-09-22 00:00:00,active,39,Los Angeles,101663
U09644,2024-10-27 00:00:00,inactive,52,Phoenix,N/A
U09645,2024-03-21 00:00:00,active,53,Mumbai,72528
U09646,2024-03-25 00:00:00,inactive,20,Los Angeles,47697
U09647,2024-04-18 00:00:00,inactive,50,London,111242
U09648,2024-11-05 00:00:00,inactive,34,Phoenix,55074
U09649,2024-01-31 00:00:00,inactive,35,Delhi,88547
U09650,2024-03-08 00:00:00,active,18,Houston,74786
U09651,2024-12-12 00:00:00,active,40,Houston,81721
U09652,2024-06-13 00:00:00,inactive,,London,77606
